,,,,,INFORMACIÓN DEL CLIENTE,,,,,,,,,,,,,
ESTADO DE LA OPERACIÓN,,,,,,,Permanencia,,,,,,,,,,,
Identificación,,Días de,Estado de,,Actividad,Saldo de la,en la,Número de,Monto del,Tasa de,Ingreso,,Frecuencia,Dependencia,Tipo de,Profesión del,Bienes,
del crédito,Saldo vigente,atraso,crédito,,económica,cuota,vivienda,cuotas,crédito,interés,mensual,Sexo,de pago,ocupacional,cuota,cliente,raíces,Automóviles
2734,"15809,10 ",0,0,,10,122.39,83,36,21000,"24,5","458,00",2,1,1,2,3,0,0
2735,"15809,10 ",0,0,,10,122.39,85,36,21000,"24,5","651,00",2,1,2,2,4,0,0
2736,"15809,10 ",0,0,,10,122.39,58,36,21000,"24,5","137,13",2,1,1,2,3,0,0
2737,"15809,10 ",0,0,,10,122.39,59,36,21000,"24,5","311,33",2,1,1,2,3,0,0
2738,"15597,52 ",0,0,,10,174.45,83,24,23000,22,"458,00",2,1,1,2,3,0,0
2739,"15597,52 ",0,0,,10,174.45,85,24,23000,22,"651,00",2,1,2,2,4,0,0
2740,"15597,52 ",0,0,,10,174.45,58,24,23000,22,"137,13",2,1,1,2,3,0,0
2741,"15597,52 ",0,0,,10,174.45,59,24,23000,22,"311,33",2,1,1,2,3,0,0
2742,"37591,73 ",0,0,,3,162.64,8,60,42000,20,"430,00",2,1,2,2,4,0,0
2743,"37591,73 ",0,0,,3,162.64,10,60,42000,20,"449,31",2,1,2,2,4,0,0
2744,"767,71 ",0,0,,3,201.85,180,30,4500,"18,94","522,58",1,1,2,2,2,0,0
2745,"5187,07 ",0,0,,10,123.83,240,36,22000,22,"449,31",1,1,1,2,3,0,0
2746,"12151,55 ",0,0,,10,81.57,60,42,14000,32,"284,55",1,1,1,2,3,0,0
2747,"389,31 ",0,0,,6,70.24,12,30,1500,"22,99","294,10",2,1,2,2,4,0,0
2748,"1064,75 ",0,0,,6,80.08,24,18,8000,26,"612,86",1,1,1,2,3,0,0
2749,"2336,17 ",0,0,,8,201.83,12,36,5400,"17,75","1166,04",1,1,2,2,3,0,1
2750,"35664,57 ",0,0,,6,179.34,24,48,40100,20,"649,88",1,1,2,2,4,0,0
2751,"35664,57 ",0,0,,6,179.34,12,48,40100,20,"418,95",1,1,2,2,4,0,0
2752,"83200,00 ",0,0,,5,212.28,60,120,83200,17,"566,22",2,1,2,2,3,0,0
2753,"55224,27 ",0,0,,6,383.8,348,36,70000,20,"1393,65",1,1,2,2,4,0,0
2754,"8589,52 ",0,0,,10,380.77,324,84,20000,"12,23","1947,50",2,1,1,2,3,0,0
2755,"42000,00 ",0,0,,7,224.45,216,36,42000,19,"3142,42",1,1,2,2,4,0,1
2756,"13681,39 ",0,0,,6,115.18,36,24,15000,22,"798,20",1,1,2,2,2,0,0
2757,"17603,07 ",0,0,,10,151.4,36,36,26000,"24,5","253,08",1,1,1,2,3,0,0
2758,"3464,06 ",0,0,,3,131.36,240,36,24000,"17,45","1207,67",1,1,2,2,5,0,1
2759,"866,01 ",0,0,,3,32.84,240,36,6000,"16,18","1207,67",1,1,2,2,5,0,1
2760,"37897,83 ",0,0,,6,229.81,120,36,41000,22,"479,74",1,1,2,2,2,0,0
2761,"39431,01 ",0,0,,6,174.5,23,48,40000,19,"501,92",2,1,2,2,4,0,1
2762,"39431,01 ",0,0,,6,174.5,12,48,40000,19,"300,99",2,1,2,2,4,0,1
2763,"39431,01 ",0,0,,6,174.5,18,48,40000,19,"301,20",2,1,2,2,4,0,1
2764,"49300,87 ",0,0,,8,385.14,132,37,69700,"21,6","3312,00",1,1,2,2,5,0,1
2765,"29610,67 ",0,0,,10,206.22,60,36,34850,"25,5","1632,08",2,1,2,2,4,0,0
2766,"63598,86 ",0,0,,10,384.45,4,56,"87567,08","21,6","907,03",1,1,2,2,4,1,1
2767,"15340,32 ",0,0,,10,123.9,120,36,21000,"25,5","85,99",1,1,2,2,1,0,0
2768,"13381,92 ",0,0,,8,112.66,396,30,17500,22,"766,94",1,1,2,2,5,0,1
2769,"13381,92 ",0,0,,8,112.66,60,30,17500,22,"665,33",1,1,2,2,5,0,1
2770,"14741,67 ",0,0,,8,91.86,48,36,15000,29,"472,25",1,1,2,2,5,0,1
2771,"41967,38 ",0,0,,10,200.02,348,60,48701,"22,5","702,80",1,1,2,2,4,0,0
2772,"32721,58 ",0,0,,10,457.69,120,18,42000,20,"2177,06",1,2,2,2,5,0,1
2773,"32721,58 ",0,0,,10,457.69,120,18,42000,20,"2177,06",1,2,2,2,5,0,1
2774,"70300,00 ",0,0,,10,825.28,120,20,70300,20,"2177,06",1,3,2,2,5,0,1
2775,"70300,00 ",0,0,,10,825.28,120,20,70300,20,"2177,06",1,3,2,2,5,0,1
2776,"3817,15 ",0,0,,3,100.48,24,12,7000,29,"393,00",1,1,2,2,5,0,0
2777,"22228,19 ",0,0,,6,233.55,60,36,42500,21,"775,60",1,1,2,2,2,0,1
2778,"281,03 ",0,0,,3,38.12,60,36,1000,"15,6","160,00",1,1,1,2,3,0,0
2779,"4416,05 ",16,0,,8,221.45,144,36,40480,"17,35","376,00",1,1,2,2,5,0,1
2780,"4416,05 ",16,0,,8,221.45,240,36,40480,"17,35","372,64",1,1,2,2,5,0,1
2781,"1104,11 ",16,0,,8,55.36,144,36,10120,20,"376,00",1,1,2,2,5,0,1
2782,"1104,11 ",16,0,,8,55.36,240,36,10120,20,"372,64",1,1,2,2,5,0,1
2783,"437,56 ",16,0,,8,0,144,24,8000,"24,57","376,00",1,1,2,2,5,0,1
2784,"437,56 ",16,0,,8,0,240,24,8000,"24,57","372,64",1,1,2,2,5,0,1
2785,"29885,30 ",0,0,,10,273.91,120,24,34000,"27,5","586,84",2,1,1,2,3,0,0
2786,"18751,32 ",0,0,,10,87.45,84,48,19000,22,"313,56",2,1,1,2,3,0,0
2787,"18751,32 ",0,0,,10,87.45,209,48,19000,22,"364,00",2,1,1,2,3,0,0
2788,"57057,81 ",0,0,,8,291.92,240,48,65500,20,"1487,99",1,1,2,2,4,0,0
2789,"52500,00 ",0,0,,8,205.18,72,60,52500,20,"791,10",1,1,2,2,5,0,1
2790,"8515,54 ",0,0,,8,86.75,24,36,15000,24,"306,00",1,1,2,2,5,0,1
2791,"14928,73 ",0,0,,6,84.85,24,36,15000,22,"806,54",1,1,2,2,2,0,0
2792,"24615,84 ",0,0,,6,88.45,348,73,40000,"25,5","1800,00",2,1,2,2,4,0,0
2793,"24615,84 ",0,0,,6,88.45,240,73,40000,"25,5","600,00",2,1,2,2,4,0,0
2794,"12282,54 ",0,0,,6,112.32,349,36,20000,22,"1265,08",2,1,2,2,4,0,1
2795,"9161,09 ",0,0,,6,92.04,349,24,12000,22,"1265,08",2,1,2,2,4,0,1
2796,"39422,61 ",0,0,,10,163.79,24,60,40500,22,"698,30",2,1,1,2,3,0,1
2797,"9456,10 ",0,0,,6,358.62,180,24,47500,21,"2019,76",1,1,2,2,5,0,1
2798,"27801,12 ",0,0,,6,158.01,180,36,28000,22,"2019,76",1,1,2,2,5,0,1
2799,"10721,58 ",0,0,,9,98.05,60,36,17500,22,"276,00",2,1,1,2,1,0,0
2800,"5751,39 ",0,0,,10,59.43,420,36,10000,26,"263,00",1,1,2,2,5,0,0
2801,"5751,39 ",0,0,,10,59.43,438,36,10000,26,"277,00",1,1,2,2,5,0,0
2802,"88919,76 ",0,0,,8,347.58,360,60,91600,19,"837,66",1,1,2,2,5,0,1
2803,"88919,76 ",0,0,,8,347.58,372,60,91600,19,"1011,78",1,1,2,2,5,0,1
2804,"88919,76 ",0,0,,8,347.58,60,60,91600,19,"646,13",1,1,2,2,5,0,1
2805,"24534,74 ",330,1,,6,144.08,96,36,25000,"24,5","1144,19",2,1,2,2,4,0,0
2806,"35000,00 ",0,0,,10,5429.06,12,1,35000,"27,5","499,75",1,3,1,3,3,0,0
2807,"35000,00 ",0,0,,10,5429.06,12,1,35000,"27,5","529,40",1,3,1,3,3,0,0
2808,"6844,41 ",0,0,,6,418.03,348,48,14000,"12,23","634,20",2,1,2,2,4,0,1
2809,"15000,00 ",0,0,,6,143.1,348,18,15000,22,"634,20",2,1,2,2,4,0,1
2810,"18163,98 ",0,0,,3,118.53,120,36,21000,22,"1527,18",2,1,2,2,4,0,1
2811,"17570,75 ",0,0,,7,199.04,24,36,34500,24,"1056,68",1,1,2,2,4,0,1
2812,"35832,58 ",0,0,,7,233.75,24,36,42000,22,"1056,68",1,1,2,2,4,0,1
2813,"13085,48 ",0,0,,3,114.67,300,24,15000,22,"192,00",1,1,1,2,3,0,1
2814,"3928,94 ",0,0,,9,45.61,60,78,20250,18,"0,00",2,1,1,2,5,0,0
2815,"1727,39 ",0,0,,10,264.75,6,36,7000,"14,92","1405,24",1,1,1,2,3,0,1
2816,"24500,00 ",0,0,,8,119.12,12,36,24500,12,"539,50",2,1,2,2,4,0,0
2817,"24500,00 ",0,0,,8,119.12,132,36,24500,12,"388,28",2,1,2,2,4,0,0
2818,"72797,79 ",0,0,,6,458.92,144,36,85000,19,"1039,04",1,1,2,2,4,0,0
2819,"72797,79 ",0,0,,6,458.92,264,36,85000,19,"1314,04",1,1,2,2,4,0,0
2820,"217,03 ",0,0,,3,111.87,36,24,2100,24,"395,61",2,1,2,2,4,0,0
2821,"217,03 ",0,0,,3,111.87,30,24,2100,24,"395,66",2,1,2,2,4,0,0
2822,"217,03 ",0,0,,3,111.87,12,24,2100,24,"300,72",2,1,2,2,4,0,0
2823,"21953,00 ",0,0,,10,108.44,48,48,24400,20,"250,50",2,1,1,2,3,0,0
2824,"21953,00 ",0,0,,10,108.44,36,48,24400,20,"180,43",2,1,1,2,3,0,0
2825,"32746,43 ",0,0,,3,186.81,240,36,35000,19,"714,12",1,1,2,2,4,0,0
2826,"1481,65 ",0,0,,6,140.69,120,36,3500,"20,99","291,25",1,1,2,2,4,0,0
2827,"2572,87 ",0,0,,10,200.81,108,36,5000,24,"234,00",1,1,1,2,3,0,0
2828,"2572,87 ",0,0,,10,200.81,114,36,5000,24,"330,02",1,1,1,2,3,0,0
2829,"2572,87 ",0,0,,10,200.81,12,36,5000,24,"730,57",1,1,1,2,3,0,1
2830,"31075,87 ",0,0,,8,229.23,125,36,42000,"19,5","1285,00",1,1,2,2,5,0,1
2831,"35239,87 ",0,0,,8,223.44,125,36,41000,"19,5","1285,00",1,1,2,2,5,0,1
2832,"15000,00 ",0,0,,10,114.8,240,24,15000,22,"265,00",2,1,1,2,3,0,0
2833,"31213,92 ",139,1,,8,206.64,60,36,35000,"25,5","1232,00",1,1,2,2,5,0,1
2834,"878,24 ",0,0,,10,97.22,48,36,2500,"16,94","259,00",1,1,1,2,3,0,0
2835,"878,24 ",0,0,,10,97.22,36,36,2500,"16,94","279,00",1,1,1,2,3,0,0
2836,"20133,45 ",11,0,,10,998.99,168,4,21000,22,"430,05",1,6,2,2,4,0,0
2837,"102994,82 ",0,0,,6,291.56,62,84,103000,"14,9","783,26",2,1,2,2,4,0,0
2838,"14682,94 ",0,0,,10,101.93,12,36,17000,"27,5","348,00",1,1,1,2,3,0,0
2839,"14928,63 ",0,0,,10,145.01,10,36,25000,24,"348,83",1,1,1,2,3,0,0
2840,"34265,79 ",0,0,,8,186.99,228,36,35000,19,"781,25",1,1,2,2,5,0,1
2841,"49322,26 ",0,0,,3,239.86,36,48,55000,19,"854,41",1,1,2,2,4,0,0
2842,"10765,36 ",0,0,,6,95.9,36,36,16600,24,"294,23",2,1,1,2,2,0,0
2843,"18915,87 ",0,0,,10,147.85,60,36,25000,"25,5","448,00",1,1,1,2,2,0,1
2844,"2997,75 ",0,0,,6,214.08,72,48,7100,"13,26","679,00",2,1,1,2,1,0,0
2845,"5264,86 ",0,0,,8,64.05,60,24,8000,26,"354,50",2,1,2,2,5,0,1
2846,"47306,89 ",0,0,,10,280.49,401,36,50000,22,"1348,58",1,1,2,2,4,0,0
2847,"47306,89 ",0,0,,10,280.49,360,36,50000,22,"621,25",1,1,2,2,4,0,0
2848,"1570,83 ",0,0,,10,190.62,60,36,5000,"16,53","267,57",1,1,1,2,3,0,0
2849,"12480,86 ",0,0,,10,86.16,432,36,13500,31,"283,93",1,1,1,2,3,0,0
2850,"10300,19 ",0,0,,10,101,360,24,12000,31,"197,00",1,1,1,2,3,0,0
2851,"10300,19 ",0,0,,10,101,348,24,12000,31,"175,88",1,1,1,2,3,0,0
2852,"6129,15 ",527,1,,6,180.79,60,60,6500,"19,49","2573,70",2,1,2,2,4,0,0
2853,"21185,86 ",0,0,,6,165.6,240,36,28000,"25,5","1430,80",1,1,2,2,4,0,1
2854,"21185,86 ",0,0,,6,165.6,240,36,28000,"25,5","1430,80",1,1,2,2,2,0,1
2855,"101500,00 ",0,0,,6,363.89,60,60,101500,16,"3056,00",2,1,2,2,4,0,0
2856,"1913,31 ",0,0,,10,233.27,60,36,6000,"17,29","3840,53",2,1,1,2,1,0,1
2857,"24559,56 ",0,0,,10,193.07,60,38,"35045,29","21,6","3840,53",2,1,1,2,1,0,1
2858,"97101,45 ",0,0,,6,387.62,24,60,98000,21,"333,77",1,1,1,2,3,0,0
2859,"33294,07 ",0,0,,8,177.69,60,60,42000,"23,4","480,00",1,1,2,2,4,0,1
2860,"33294,07 ",0,0,,8,177.69,60,60,42000,"23,4","480,00",1,1,2,2,4,0,1
2861,"33294,07 ",0,0,,8,177.69,60,60,42000,"23,4","480,00",1,1,2,2,4,0,1
2862,"793,13 ",0,0,,10,116.95,60,36,22000,"18,5","391,50",1,1,1,2,1,0,0
2863,"1264,91 ",0,0,,10,154.11,240,36,4000,"16,92","354,92",1,1,1,2,3,0,0
2864,"17905,23 ",0,0,,8,179.83,60,36,32000,22,"479,00",1,1,1,2,3,0,1
2865,"8796,01 ",690,1,,10,0,120,30,24000,"19,88","437,00",1,1,1,2,2,0,0
2866,"63483,35 ",0,0,,8,248.18,180,60,63500,20,"642,56",1,1,2,2,5,0,1
2867,"18791,20 ",0,0,,8,146.88,240,36,24700,"25,5","395,80",1,1,2,2,5,0,1
2868,"14976,71 ",0,0,,10,145.47,384,36,25000,24,"225,71",1,1,1,2,3,0,1
2869,"8029,45 ",0,0,,10,82.97,18,36,14000,26,"267,00",2,1,1,2,3,0,0
2870,"46349,34 ",0,0,,8,297.04,382,36,56000,18,"797,18",1,1,2,2,3,0,1
2871,"16108,34 ",0,0,,7,143.5,30,36,25000,24,"375,24",1,1,2,2,4,0,0
2872,"42175,30 ",0,0,,6,382.64,36,36,69700,21,"1528,00",2,1,1,2,3,0,0
2873,"42175,30 ",0,0,,6,382.64,39,36,69700,21,"1216,20",2,1,2,2,4,0,0
2874,"22338,74 ",0,0,,6,164.34,36,36,28000,"25,5","1528,00",2,1,1,2,3,0,0
2875,"22338,74 ",0,0,,6,164.34,39,36,28000,"25,5","1216,20",2,1,2,2,4,0,0
2876,"40578,68 ",0,0,,6,248.18,215,43,"47966,82","21,6","9194,01",2,1,2,2,4,0,0
2877,"40578,68 ",0,0,,6,248.18,120,43,"47966,82","21,6","2608,00",2,1,2,2,4,0,0
2878,"50617,60 ",0,0,,6,436.29,215,24,58000,20,"9194,01",2,1,2,2,4,0,0
2879,"50617,60 ",0,0,,6,436.29,120,24,58000,20,"2608,00",2,1,2,2,4,0,0
2880,"1064,60 ",0,0,,10,187.67,36,36,5100,"13,05","825,00",2,1,1,2,3,0,0
2881,"28231,67 ",0,0,,6,207.69,240,36,35000,"25,5","3660,56",1,1,2,2,4,1,1
2882,"16404,64 ",0,0,,10,123.08,12,36,21000,"24,5","493,95",1,1,1,2,3,1,1
2883,"16404,64 ",0,0,,10,123.08,120,36,21000,"24,5","293,00",1,1,1,2,3,0,0
2884,"16404,64 ",0,0,,10,123.08,60,36,21000,"24,5","375,91",1,1,1,2,3,0,0
2885,"128225,97 ",0,0,,8,767.4,12,48,175000,19,"1389,79",1,1,2,2,4,0,1
2886,"65934,08 ",0,0,,10,258.24,360,60,69000,18,"779,46",1,1,1,2,3,0,1
2887,"7445,89 ",0,0,,3,132.94,60,24,17000,"24,5","659,80",2,1,2,2,4,0,0
2888,"98621,91 ",0,0,,8,362.48,4,60,104500,"14,9","1132,81",1,1,2,2,5,0,1
2889,"98621,91 ",0,0,,8,362.48,52,60,104500,"14,9","1224,95",1,1,2,2,5,0,1
2890,"20225,45 ",0,0,,8,116.61,4,36,21000,"21,5","1132,81",1,1,2,2,5,0,1
2891,"20225,45 ",0,0,,8,116.61,52,36,21000,"21,5","1224,95",1,1,2,2,5,0,1
2892,"55487,37 ",0,0,,8,226.8,164,60,56000,"22,5","771,58",1,1,2,2,5,0,1
2893,"5642,19 ",0,0,,8,196.96,39,36,35100,"22,5","943,00",1,1,1,2,1,0,1
2894,"31996,33 ",0,0,,8,186.86,12,36,35000,19,"2591,61",1,1,2,2,4,0,0
2895,"31996,33 ",0,0,,8,186.86,12,36,35000,19,"2591,61",1,1,2,2,4,0,0
2896,"11294,15 ",0,0,,7,156.6,180,24,20000,"25,5","713,00",2,1,2,2,4,0,0
2897,"2077,74 ",0,0,,10,103.48,72,36,20000,"13,43","752,04",2,1,1,2,1,0,0
2898,"69004,28 ",0,0,,7,305.38,120,48,70000,19,"2144,55",1,1,2,2,1,0,0
2899,"69004,28 ",0,0,,7,305.38,240,48,70000,19,"2249,46",1,1,2,2,1,0,0
2900,"48475,63 ",0,0,,10,202.18,12,60,52000,20,"276,73",2,1,1,2,3,0,0
2901,"30301,41 ",0,0,,3,217.32,60,36,40100,20,"964,04",1,1,2,2,2,0,0
2902,"70000,00 ",0,0,,10,284.35,60,60,70000,22,"2053,53",1,1,2,2,1,0,1
2903,"30000,00 ",0,0,,3,169.04,2,36,30000,22,"297,87",2,1,1,2,3,0,0
2904,"12088,42 ",0,0,,6,196.21,48,24,25000,"24,5","1096,26",2,1,2,2,4,0,0
2905,"12061,80 ",0,0,,10,99.12,24,36,16500,"27,5","370,39",2,1,1,2,3,0,0
2906,"20569,16 ",0,0,,10,97.88,135,48,21000,22,"431,00",1,1,1,2,3,0,0
2907,"24426,19 ",0,0,,10,168.34,16,36,30000,22,"533,00",1,1,1,2,1,0,0
2908,"42000,00 ",0,0,,3,188.3,60,48,42000,20,"408,40",2,1,2,2,5,1,1
2909,"15034,39 ",0,0,,10,95.64,24,36,17000,22,"321,80",1,1,1,2,3,0,0
2910,"55676,94 ",0,0,,10,215.58,156,60,57700,18,"707,00",1,1,1,2,1,0,0
2911,"7683,84 ",0,0,,7,87.04,48,36,15000,24,"887,05",2,1,2,2,4,0,0
2912,"31715,03 ",0,0,,10,234.37,60,36,42000,22,"478,62",1,1,1,2,3,0,0
2913,"10688,01 ",0,0,,6,83.58,120,36,15000,22,"348,77",1,1,1,2,2,0,0
2914,"2288,07 ",0,0,,6,86.61,12,36,16000,"17,79","332,96",1,1,2,2,4,0,1
2915,"571,93 ",0,0,,6,21.65,12,36,4000,"16,52","332,96",1,1,2,2,4,0,1
2916,"2841,43 ",0,0,,5,232.56,120,36,6000,"19,86","1723,12",1,1,2,2,4,0,1
2917,"3285,85 ",0,0,,6,308.26,240,36,8000,"19,44","1551,67",1,1,2,2,2,0,1
2918,"3285,85 ",0,0,,6,308.26,240,36,8000,"19,44","966,89",1,1,2,2,2,0,1
2919,"35113,13 ",0,0,,6,269.48,240,36,49000,20,"1551,67",1,1,2,2,2,0,1
2920,"35113,13 ",0,0,,6,269.48,240,36,49000,20,"966,89",1,1,2,2,2,0,1
2921,"14780,58 ",0,0,,10,89.63,36,36,16000,22,"310,00",1,1,1,2,3,0,1
2922,"5305,91 ",0,0,,10,225.54,60,60,64000,"13,93","1256,25",1,1,1,2,1,0,1
2923,"5305,91 ",0,0,,10,225.54,36,60,64000,"13,93","1256,25",1,1,2,2,1,0,1
2924,"85941,57 ",0,0,,10,512.83,60,36,90500,"22,5","1256,25",1,1,1,2,1,0,1
2925,"85941,57 ",0,0,,10,512.83,36,36,90500,"22,5","1256,25",1,1,2,2,1,0,1
2926,"16658,48 ",0,0,,10,141.65,31,36,25000,"21,6","298,00",2,1,1,2,3,0,0
2927,"8406,11 ",0,0,,10,82.87,24,36,14000,26,"231,28",2,1,1,2,3,0,0
2928,"99025,65 ",0,0,,8,395.74,408,60,104500,19,"16171,36",1,1,1,2,3,0,1
2929,"51057,03 ",0,0,,6,378.46,288,36,69700,20,"4944,55",1,1,2,2,4,0,0
2930,"20802,25 ",0,0,,6,100.48,60,60,23000,"25,5","650,00",2,1,2,2,4,0,0
2931,"20576,14 ",0,0,,9,138.55,20,36,26500,17,"557,00",2,1,1,2,1,1,1
2932,"20576,14 ",0,0,,9,138.55,6,36,26500,17,"376,78",2,1,1,2,1,0,1
2933,"49229,33 ",0,0,,6,463.61,14,36,84000,21,"1283,67",1,1,2,2,4,0,0
2934,"39662,49 ",0,0,,10,181.93,60,60,40000,"27,5","941,17",2,1,1,2,3,0,1
2935,"39662,49 ",0,0,,10,181.93,312,60,40000,"27,5","235,00",2,1,1,2,3,0,1
2936,"27662,45 ",0,0,,6,201.41,22,36,36000,"21,5","671,91",2,1,1,2,4,1,1
2937,"27662,45 ",0,0,,6,201.41,22,36,36000,"21,5","671,91",2,1,2,2,4,0,1
2938,"27662,45 ",0,0,,6,201.41,21,36,36000,"21,5","5807,40",2,1,2,2,4,0,1
2939,"27662,45 ",0,0,,6,201.41,9,36,36000,"21,5","642,41",2,1,2,2,4,0,1
2940,"9459,91 ",0,0,,10,126.79,360,24,15000,32,"1245,00",2,1,1,2,3,0,0
2941,"24621,78 ",0,0,,6,192.54,24,30,30000,22,"1421,58",2,1,1,2,4,0,0
2942,"24621,78 ",0,0,,6,192.54,10,30,30000,22,"898,44",2,1,2,2,4,0,0
2943,"31996,33 ",0,0,,6,186.86,24,36,35000,19,"1421,58",2,1,1,2,4,0,0
2944,"31996,33 ",0,0,,6,186.86,10,36,35000,19,"898,44",2,1,2,2,4,0,0
2945,"15266,56 ",0,0,,6,123.31,36,36,21000,"25,5","1709,00",1,1,2,2,4,0,0
2946,"7237,24 ",0,0,,10,82.5,120,36,14000,25,"160,54",2,1,1,2,3,0,0
2947,"15060,19 ",0,0,,3,117.72,348,36,20000,"25,5","760,31",1,1,2,2,5,0,0
2948,"7000,00 ",0,0,,6,70.83,72,18,7000,29,"474,28",2,1,2,2,4,0,0
2949,"1158,77 ",0,0,,9,93.72,346,36,2500,20,"456,00",2,1,1,2,2,0,0
2950,"1158,77 ",0,0,,9,93.72,312,36,2500,20,"260,00",2,1,1,2,2,0,0
2951,"1158,77 ",0,0,,9,93.72,328,36,2500,20,"352,00",2,1,1,2,5,0,0
2952,"34813,15 ",0,0,,10,197.86,12,36,35000,22,"2479,84",1,1,2,2,4,0,0
2953,"12732,35 ",0,0,,10,144.23,180,36,25000,24,"867,39",1,1,1,2,3,0,0
2954,"12732,35 ",0,0,,10,144.23,240,36,25000,24,"1063,65",1,1,1,2,3,0,0
2955,"33653,71 ",0,0,,10,178.65,180,48,35000,"27,5","867,39",1,1,1,2,3,0,0
2956,"33653,71 ",0,0,,10,178.65,240,48,35000,"27,5","1063,65",1,1,1,2,3,0,0
2957,"31472,21 ",0,0,,10,225.71,27,36,41000,20,"972,58",1,1,2,2,1,0,0
2958,"74333,02 ",26,0,,6,343.99,18,60,90610,19,"984,00",1,1,2,2,4,0,1
2959,"74333,02 ",26,0,,6,343.99,24,60,90610,19,"1071,00",1,1,2,2,4,0,1
2960,"5727,44 ",0,0,,6,72.18,18,24,8500,32,"984,00",1,1,2,2,4,0,1
2961,"5727,44 ",0,0,,6,72.18,24,24,8500,32,"1071,00",1,1,2,2,4,0,1
2962,"8576,33 ",0,0,,10,87.37,48,36,15000,24,"697,12",1,1,1,2,3,0,1
2963,"1258,76 ",0,0,,10,153.26,26,36,4000,"16,92","664,88",1,1,1,2,1,0,1
2964,"1258,76 ",0,0,,10,153.26,31,36,4000,"16,92","7174,12",1,1,1,2,1,0,1
2965,"7639,41 ",0,0,,10,86.54,26,36,15000,24,"664,88",1,1,1,2,1,0,1
2966,"7639,41 ",0,0,,10,86.54,31,36,15000,24,"7174,12",1,1,1,2,1,0,1
2967,"15191,06 ",0,0,,10,74.24,68,60,17000,"25,5","344,00",2,1,1,2,2,0,0
2968,"15191,06 ",0,0,,10,74.24,61,60,17000,"25,5","227,00",2,1,1,2,2,0,0
2969,"21152,98 ",0,0,,10,133.82,384,50,50000,"21,6","957,25",1,1,1,2,3,0,0
2970,"13257,53 ",80,1,,6,121.07,60,36,21000,24,"450,89",2,1,2,2,4,0,1
2971,"40417,04 ",0,0,,10,251.09,60,36,46000,20,"1235,02",1,1,1,2,3,0,0
2972,"4223,35 ",0,0,,8,55.68,408,18,5500,29,"349,00",1,1,1,2,5,0,1
2973,"21000,00 ",0,0,,10,123.5,192,36,21000,"25,5","366,20",1,1,2,2,1,0,0
2974,"11465,80 ",0,0,,10,74.21,53,38,"13111,4","21,6","958,24",2,1,2,2,1,0,0
2975,"19427,06 ",0,0,,10,145.75,252,36,25000,"24,5","550,00",2,1,2,2,4,0,0
2976,"8928,37 ",0,0,,6,86.72,120,36,15000,24,"272,77",2,1,2,2,4,0,0
2977,"68010,99 ",0,0,,6,361.08,36,36,69000,17,"1056,08",2,1,2,2,4,0,1
2978,"15798,64 ",0,0,,10,122.31,11,36,21000,"24,5","254,00",2,1,1,2,3,0,0
2979,"7779,25 ",0,0,,10,111.54,336,26,14000,32,"373,31",1,1,1,2,3,0,0
2980,"15169,98 ",0,0,,10,107.92,456,36,18000,"27,5","1345,00",1,1,1,2,3,0,1
2981,"50737,05 ",0,0,,6,376.09,144,36,69000,20,"2987,00",1,1,2,2,4,0,1
2982,"3437,63 ",0,0,,10,172.31,72,36,32000,"15,73","4069,39",1,1,2,2,4,0,1
2983,"37656,41 ",0,0,,10,217.62,72,36,40100,20,"4069,39",1,1,2,2,4,0,1
2984,"9113,74 ",0,0,,10,1429.16,180,14,11000,"13,53","614,00",1,6,2,2,4,0,1
2985,"21181,24 ",0,0,,10,224.06,240,36,40000,22,"1636,21",2,1,1,2,2,0,0
2986,"24835,89 ",0,0,,10,200.61,240,36,34000,"25,5","1636,21",2,1,1,2,2,0,0
2987,"8564,04 ",0,0,,7,119.21,192,36,20000,26,"960,00",2,1,1,2,2,0,0
2988,"8564,04 ",0,0,,7,119.21,205,36,20000,26,"986,00",2,1,1,2,2,0,0
2989,"261,43 ",0,0,,8,134.83,264,24,2500,"21,77","770,00",1,1,1,2,5,0,0
2990,"525,63 ",0,0,,10,93.69,240,36,2400,22,"699,82",2,1,1,2,3,0,0
2991,"6349,53 ",0,0,,10,85.1,240,24,10000,32,"699,82",2,1,1,2,3,0,0
2992,"17509,50 ",0,0,,10,160.12,250,24,21000,22,"532,70",1,1,1,2,3,0,0
2993,"12967,43 ",0,0,,10,131.17,120,36,23000,23,"563,00",1,1,1,2,3,0,0
2994,"8340,69 ",289,1,,6,91.2,24,36,17200,"16,34","1774,41",1,1,2,2,4,0,0
2995,"8340,69 ",289,1,,6,91.2,31,36,17200,"16,34","1824,82",1,1,2,2,4,0,0
2996,"1835,30 ",228,1,,6,22.8,24,36,4300,"15,07","1774,41",1,1,2,2,4,0,0
2997,"1835,30 ",228,1,,6,22.8,31,36,4300,"15,07","1824,82",1,1,2,2,4,0,0
2998,"9240,82 ",289,1,,6,84.61,24,24,10000,32,"1774,41",1,1,2,2,4,0,0
2999,"9240,82 ",289,1,,6,84.61,31,24,10000,32,"1824,82",1,1,2,2,4,0,0
3000,"11090,33 ",0,0,,10,103.02,1,36,18000,24,"273,34",2,1,1,2,3,0,0
3001,"15089,05 ",0,0,,10,118.08,60,36,21000,22,"437,00",1,1,1,2,3,0,0
3002,"15000,00 ",0,0,,6,115.21,252,24,15000,22,"369,16",2,1,2,2,4,0,1
